State,Mode,Year,Commute mode share (percent)
Arkansas,Bicycle,2019,0.001508929
Arkansas,Walked,2019,0.01930775
Arkansas,"Taxi, motorcycle, or other",2019,0.008838124
Arkansas,Worked at home,2019,0.035169781
California,Drove alone,2019,0.735062387
California,Carpool,2019,0.098304769
California,Public transportation,2019,0.051835984
California,Bicycle,2019,0.008577621
California,Walked,2019,0.025613698
California,"Taxi, motorcycle, or other",2019,0.017158072
California,Worked at home,2019,0.063447468
Colorado,Drove alone,2019,0.741908984
Colorado,Carpool,2019,0.085809527
Colorado,Public transportation,2019,0.031925427
Colorado,Bicycle,2019,0.011279009
Colorado,Walked,2019,0.026934413
Colorado,"Taxi, motorcycle, or other",2019,0.010907448
Colorado,Worked at home,2019,0.091235192
Connecticut,Drove alone,2019,0.783296507
Connecticut,Carpool,2019,0.075460669
Connecticut,Public transportation,2019,0.045179755
Connecticut,Bicycle,2019,0.00351121
Connecticut,Walked,2019,0.028068523
Connecticut,"Taxi, motorcycle, or other",2019,0.008704816
Connecticut,Worked at home,2019,0.05577852
Delaware,Drove alone,2019,0.806614257
Delaware,Carpool,2019,0.08544385
Delaware,Public transportation,2019,0.023545668
Delaware,Bicycle,2019,0.00231943
Delaware,Walked,2019,0.022642469
Delaware,"Taxi, motorcycle, or other",2019,0.007801133
Delaware,Worked at home,2019,0.051633194
District of Columbia,Drove alone,2019,0.329627499
District of Columbia,Carpool,2019,0.055172878
District of Columbia,Public transportation,2019,0.34152245
District of Columbia,Bicycle,2019,0.040240698
District of Columbia,Walked,2019,0.134254868
District of Columbia,"Taxi, motorcycle, or other",2019,0.025578032
District of Columbia,Worked at home,2019,0.073603574
Florida,Drove alone,2019,0.781438335
Florida,Carpool,2019,0.091418123
Florida,Public transportation,2019,0.015912636
Florida,Bicycle,2019,0.005950449
Florida,Walked,2019,0.015719282
Florida,"Taxi, motorcycle, or other",2019,0.019734265
Florida,Worked at home,2019,0.06982691
Georgia,Drove alone,2019,0.783679841
Georgia,Carpool,2019,0.092571524
Georgia,Public transportation,2019,0.019822378
Georgia,Bicycle,2019,0.002000692
Georgia,Walked,2019,0.014926129
Georgia,"Taxi, motorcycle, or other",2019,0.017558289
Georgia,Worked at home,2019,0.069441147
Hawaii,Drove alone,2019,0.692725693
Hawaii,Carpool,2019,0.132559895
Hawaii,Public transportation,2019,0.053659231
Hawaii,Bicycle,2019,0.00580862
Hawaii,Walked,2019,0.045582999
Hawaii,"Taxi, motorcycle, or other",2019,0.021963935
Hawaii,Worked at home,2019,0.047699627
Idaho,Drove alone,2019,0.782931825
Idaho,Carpool,2019,0.092148458
Idaho,Public transportation,2019,0.007694132
Idaho,Bicycle,2019,0.007560673
Idaho,Walked,2019,0.026890734
Idaho,"Taxi, motorcycle, or other",2019,0.008972714
Idaho,Worked at home,2019,0.073801464
Illinois,Drove alone,2019,0.724185047
Illinois,Carpool,2019,0.076114949
Illinois,Public transportation,2019,0.096499825
Illinois,Bicycle,2019,0.00569983
Illinois,Walked,2019,0.03019962
Illinois,"Taxi, motorcycle, or other",2019,0.013044367
Illinois,Worked at home,2019,0.054256362
Indiana,Drove alone,2019,0.816339424
Indiana,Carpool,2019,0.094985856
Indiana,Public transportation,2019,0.009179946
Indiana,Bicycle,2019,0.004144733
Indiana,Walked,2019,0.022644362
Indiana,"Taxi, motorcycle, or other",2019,0.009616511
Indiana,Worked at home,2019,0.043089169
Iowa,Drove alone,2019,0.801966251
Iowa,Carpool,2019,0.08572304
Iowa,Public transportation,2019,0.011205338
Iowa,Bicycle,2019,0.00338551
Iowa,Walked,2019,0.031770689
Iowa,"Taxi, motorcycle, or other",2019,0.008374119
Iowa,Worked at home,2019,0.057575054
Kansas,Drove alone,2019,0.827057134
Kansas,Carpool,2019,0.084658946
Kansas,Public transportation,2019,0.004989606
Kansas,Bicycle,2019,0.0027486
Kansas,Walked,2019,0.022147637
Kansas,"Taxi, motorcycle, or other",2019,0.007218873
Kansas,Worked at home,2019,0.051179205
Kentucky,Drove alone,2019,0.819541942
Kentucky,Carpool,2019,0.090405108
Kentucky,Public transportation,2019,0.009877632
Kentucky,Bicycle,2019,0.002416458
Kentucky,Walked,2019,0.022673862
Kentucky,"Taxi, motorcycle, or other",2019,0.012075194
Kentucky,Worked at home,2019,0.043009805
Louisiana,Drove alone,2019,0.821204822
Louisiana,Carpool,2019,0.087776014
Louisiana,Public transportation,2019,0.01175636
Louisiana,Bicycle,2019,0.003671454
Louisiana,Walked,2019,0.021254618
Louisiana,"Taxi, motorcycle, or other",2019,0.014977775
Louisiana,Worked at home,2019,0.039358958
Maine,Drove alone,2019,0.784797074
Maine,Carpool,2019,0.095314993
Maine,Public transportation,2019,0.006371095
Maine,Bicycle,2019,0.002711868
Maine,Walked,2019,0.038064935
Maine,"Taxi, motorcycle, or other",2019,0.009859707
Maine,Worked at home,2019,0.062880328
Maryland,Drove alone,2019,0.738901857
Maryland,Carpool,2019,0.086923526
Maryland,Public transportation,2019,0.080321826
Maryland,Bicycle,2019,0.0030886
Maryland,Walked,2019,0.022082436
Maryland,"Taxi, motorcycle, or other",2019,0.013549506
Maryland,Worked at home,2019,0.055132249
Massachusetts,Drove alone,2019,0.696233439
Massachusetts,Carpool,2019,0.072843576
Massachusetts,Public transportation,2019,0.104249956
Massachusetts,Bicycle,2019,0.008866733
Massachusetts,Walked,2019,0.049916543
Massachusetts,"Taxi, motorcycle, or other",2019,0.013452414
Massachusetts,Worked at home,2019,0.054437339
Michigan,Drove alone,2019,0.817767535
Michigan,Carpool,2019,0.08877311
Michigan,Public transportation,2019,0.013998677
Michigan,Bicycle,2019,0.003450336
Michigan,Walked,2019,0.021668949
Michigan,"Taxi, motorcycle, or other",2019,0.009247869
Michigan,Worked at home,2019,0.045093524
Minnesota,Drove alone,2019,0.776233782
Minnesota,Carpool,2019,0.082320319
Minnesota,Public transportation,2019,0.034013295
Minnesota,Bicycle,2019,0.006801645
Minnesota,Walked,2019,0.026212322
Minnesota,"Taxi, motorcycle, or other",2019,0.009938864
Minnesota,Worked at home,2019,0.064479772
Mississippi,Drove alone,2019,0.848432263
Mississippi,Carpool,2019,0.089421855
Mississippi,Public transportation,2019,0.002459243
Mississippi,Bicycle,2019,0.000731214
Mississippi,Walked,2019,0.010946343
Mississippi,"Taxi, motorcycle, or other",2019,0.016893224
Mississippi,Worked at home,2019,0.031115858
Missouri,Drove alone,2019,0.820730929
Missouri,Carpool,2019,0.08391724
Missouri,Public transportation,2019,0.011463748
Missouri,Bicycle,2019,0.00240972
Missouri,Walked,2019,0.020782245
Missouri,"Taxi, motorcycle, or other",2019,0.010078631
Missouri,Worked at home,2019,0.050617488
Montana,Drove alone,2019,0.761739012
Montana,Carpool,2019,0.098955388
Montana,Public transportation,2019,0.009247005
Montana,Bicycle,2019,0.012074746
Montana,Walked,2019,0.041759224
Montana,"Taxi, motorcycle, or other",2019,0.010939762
Montana,Worked at home,2019,0.065284863
Nebraska,Drove alone,2019,0.817877931
Nebraska,Carpool,2019,0.089624356
Nebraska,Public transportation,2019,0.008148667
Nebraska,Bicycle,2019,0.003100069
Nebraska,Walked,2019,0.027526097
Nebraska,"Taxi, motorcycle, or other",2019,0.007345686
Nebraska,Worked at home,2019,0.046377194
Nevada,Drove alone,2019,0.769742313
Nevada,Carpool,2019,0.106200596
Nevada,Public transportation,2019,0.030649463
Nevada,Bicycle,2019,0.002487274
Nevada,Walked,2019,0.015934572
Nevada,"Taxi, motorcycle, or other",2019,0.026218364
Nevada,Worked at home,2019,0.048767417
New Hampshire,Drove alone,2019,0.803572638
New Hampshire,Carpool,2019,0.078281428
New Hampshire,Public transportation,2019,0.00874771
New Hampshire,Bicycle,2019,0.003162006
New Hampshire,Walked,2019,0.024165082
New Hampshire,"Taxi, motorcycle, or other",2019,0.008762919
New Hampshire,Worked at home,2019,0.073308216
New Jersey,Drove alone,2019,0.709559757
New Jersey,Carpool,2019,0.078850428
New Jersey,Public transportation,2019,0.115525845
New Jersey,Bicycle,2019,0.002441952
New Jersey,Walked,2019,0.026865539
New Jersey,"Taxi, motorcycle, or other",2019,0.017580423
New Jersey,Worked at home,2019,0.049176056
New Mexico,Drove alone,2019,0.807310854
New Mexico,Carpool,2019,0.093547659
New Mexico,Public transportation,2019,0.01053675
New Mexico,Bicycle,2019,0.006695192
New Mexico,Walked,2019,0.01995121
New Mexico,"Taxi, motorcycle, or other",2019,0.011193163
New Mexico,Worked at home,2019,0.050765173
New York,Drove alone,2019,0.527661899
New York,Carpool,2019,0.062652009
New York,Public transportation,2019,0.277237226
New York,Bicycle,2019,0.007274792
New York,Walked,2019,0.061942516
New York,"Taxi, motorcycle, or other",2019,0.015265118
New York,Worked at home,2019,0.04796644
North Carolina,Drove alone,2019,0.801723265
North Carolina,Carpool,2019,0.087366989
North Carolina,Public transportation,2019,0.011261349
North Carolina,Bicycle,2019,0.001573122
North Carolina,Walked,2019,0.01781285
North Carolina,"Taxi, motorcycle, or other",2019,0.013178743
North Carolina,Worked at home,2019,0.067083682
North Dakota,Drove alone,2019,0.825497546
North Dakota,Carpool,2019,0.084894819
North Dakota,Public transportation,2019,0.007077856
North Dakota,Bicycle,2019,0.002513009
North Dakota,Walked,2019,0.031640731
North Dakota,"Taxi, motorcycle, or other",2019,0.012387482
North Dakota,Worked at home,2019,0.035988557
Ohio,Drove alone,2019,0.823805786
Ohio,Carpool,2019,0.080149517
Ohio,Public transportation,2019,0.015015443
Ohio,Bicycle,2019,0.002600561
Ohio,Walked,2019,0.022764524
Ohio,"Taxi, motorcycle, or other",2019,0.009778538
Ohio,Worked at home,2019,0.04588563
Oklahoma,Drove alone,2019,0.826517654
Oklahoma,Carpool,2019,0.094779785
Oklahoma,Public transportation,2019,0.004258715
Oklahoma,Bicycle,2019,0.002383739
Oklahoma,Walked,2019,0.01458284
Oklahoma,"Taxi, motorcycle, or other",2019,0.013291065
Oklahoma,Worked at home,2019,0.044186201
Oregon,Drove alone,2019,0.715303728
Oregon,Carpool,2019,0.094704525
Oregon,Public transportation,2019,0.046686786
Oregon,Bicycle,2019,0.019466127
Oregon,Walked,2019,0.037795698
Oregon,"Taxi, motorcycle, or other",2019,0.013162867
Oregon,Worked at home,2019,0.072880269
Pennsylvania,Drove alone,2019,0.75196409
Pennsylvania,Carpool,2019,0.084192295
Pennsylvania,Public transportation,2019,0.057222536
Pennsylvania,Bicycle,2019,0.004501325
Pennsylvania,Walked,2019,0.036455006
Pennsylvania,"Taxi, motorcycle, or other",2019,0.011687683
Pennsylvania,Worked at home,2019,0.053977064
Rhode Island,Drove alone,2019,0.796041629
Rhode Island,Carpool,2019,0.081761768
Rhode Island,Public transportation,2019,0.030683245
Rhode Island,Bicycle,2019,0.002711672
Rhode Island,Walked,2019,0.032765422
Rhode Island,"Taxi, motorcycle, or other",2019,0.010913737
Rhode Island,Worked at home,2019,0.045122528
South Carolina,Drove alone,2019,0.820504534
South Carolina,Carpool,2019,0.086379166
South Carolina,Public transportation,2019,0.005868168
South Carolina,Bicycle,2019,0.002283738
South Carolina,Walked,2019,0.020489182
South Carolina,"Taxi, motorcycle, or other",2019,0.01322575
South Carolina,Worked at home,2019,0.051249461
South Dakota,Drove alone,2019,0.797535734
South Dakota,Carpool,2019,0.089582306
South Dakota,Public transportation,2019,0.003520381
South Dakota,Bicycle,2019,0.003810399
South Dakota,Walked,2019,0.032187611
South Dakota,"Taxi, motorcycle, or other",2019,0.012249943
South Dakota,Worked at home,2019,0.061113627
Tennessee,Drove alone,2019,0.820091769
Tennessee,Carpool,2019,0.088957321
Tennessee,Public transportation,2019,0.006168297
Tennessee,Bicycle,2019,0.001233093
Tennessee,Walked,2019,0.014063678
Tennessee,"Taxi, motorcycle, or other",2019,0.013081987
Tennessee,Worked at home,2019,0.056403855
Texas,Drove alone,2019,0.801430551
Texas,Carpool,2019,0.09703946
Texas,Public transportation,2019,0.013279696
Texas,Bicycle,2019,0.002266335
Texas,Walked,2019,0.015411443
Texas,"Taxi, motorcycle, or other",2019,0.013448477
Texas,Worked at home,2019,0.057124039
Utah,Drove alone,2019,0.761168007
Utah,Carpool,2019,0.1036262
Utah,Public transportation,2019,0.024698374
Utah,Bicycle,2019,0.005406716
Utah,Walked,2019,0.02047126
Utah,"Taxi, motorcycle, or other",2019,0.010331614
Utah,Worked at home,2019,0.074297828
Vermont,Drove alone,2019,0.761867601
Vermont,Carpool,2019,0.085502249
Vermont,Public transportation,2019,0.01642186
Vermont,Bicycle,2019,0.00502773
Vermont,Walked,2019,0.053115033
Vermont,"Taxi, motorcycle, or other",2019,0.007711242
Vermont,Worked at home,2019,0.070354285
Virginia,Drove alone,2019,0.766325024
Virginia,Carpool,2019,0.08992557
Virginia,Public transportation,2019,0.043532621
Virginia,Bicycle,2019,0.00349782
Virginia,Walked,2019,0.02317364
Virginia,"Taxi, motorcycle, or other",2019,0.015962008
Virginia,Worked at home,2019,0.057583317
Washington,Drove alone,2019,0.709168066
Washington,Carpool,2019,0.099519107
Washington,Public transportation,2019,0.071084731
Washington,Bicycle,2019,0.008744804
Washington,Walked,2019,0.034841986
Washington,"Taxi, motorcycle, or other",2019,0.011532356
Washington,Worked at home,2019,0.06510895
West Virginia,Drove alone,2019,0.81987298
West Virginia,Carpool,2019,0.090363202
West Virginia,Public transportation,2019,0.007900092
West Virginia,Bicycle,2019,0.001252137
West Virginia,Walked,2019,0.029020829
West Virginia,"Taxi, motorcycle, or other",2019,0.012363993
West Virginia,Worked at home,2019,0.039226768
Wisconsin,Drove alone,2019,0.80755004
Wisconsin,Carpool,2019,0.079926514
Wisconsin,Public transportation,2019,0.016928306
Wisconsin,Bicycle,2019,0.006167635
Wisconsin,Walked,2019,0.029604853
Wisconsin,"Taxi, motorcycle, or other",2019,0.00885662
Wisconsin,Worked at home,2019,0.050966031
Wyoming,Drove alone,2019,0.769141884
Wyoming,Carpool,2019,0.115135709
Wyoming,Public transportation,2019,0.011630195
Wyoming,Bicycle,2019,0.010431759
Wyoming,Walked,2019,0.029524453
Wyoming,"Taxi, motorcycle, or other",2019,0.006872225
Wyoming,Worked at home,2019,0.057263774
Puerto Rico,Drove alone,2019,0.842691796
Puerto Rico,Carpool,2019,0.077274651
Puerto Rico,Public transportation,2019,0.011858778
Puerto Rico,Bicycle,2019,0.001497745
Puerto Rico,Walked,2019,0.027974202
Puerto Rico,"Taxi, motorcycle, or other",2019,0.014367403
Puerto Rico,Worked at home,2019,0.024335425
United States,Drove alone,2019,0.759222168
United States,Carpool,2019,0.088574358
United States,Public transportation,2019,0.049562746
United States,Bicycle,2019,0.005133905
United States,Walked,2019,0.026462434
United States,"Taxi, motorcycle, or other",2019,0.013884181
United States,Worked at home,2019,0.057160208
